,Target,Text
816,Household,"SATCAP India™ Stripe 100% Cotton Face Towel Set of 6 pc GSM 440 L W 30 * 30 cm-Multi Item Package Quantity:6   Sleepinns Introduce new range of Hand & Wash Towel for your Bath Linen.This paradise towel process with fine soft cotton material and available with 420 gsm.We have huge production unit and all product of sleepinns processed our custody.Thatsway we provide best market rate.Good Finishing, Best material,Soft feel fabric, 420 GSM and Available Size Hand L W 60*40 CM: Face 30*30 CM."
817,Household,HELICON Table Lamp- (Strong Stainless Steel Body)- Office Use/study Lamp/desk Lamp/reading/working Light
818,Books,"Olympiad Books Practice Sets -  English Class 7  for 2018 - 19 About the Author An editorial team of highly skilled professionals at Arihant, works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors, editors, proofreaders and various other involved in shaping the book put in their best efforts, knowledge and experience to produce the rigorous content the students receive. Keeping in mind the specific requirements of the students and various examinations, the carefully designed exam oriented and exam ready content comes out only after intensive research and analysis. The experts have adopted whole new style of presenting the content which is easily understandable, leaving behind the old traditional methods which once used to be the most effective. They have been developing the latest content & updates as per the needs and requirements of the students making our books a hallmark for quality and reliability for the past 15 years."
819,Electronics,"ANDTRONICS 4 Port USB 2.0 KVM Switch Box With 4 KVM Cables to Control up to 4 Computers for Computer Sharing Video Mouse Keyboard Monitor The 4-Port USB KVM Switch lets you manage four PCs with just one set of keyboard, monitor, and mouse. Features: Use one keyboard, monitor, and mouse to control four computers Supports Microsoft Intellimouse, Optical Mouse, Logitech Net Mouse and more Supports Video Quality, up to 1920 x 1440 VGA resolution Supports Windows 10/8/7/98/98SE/ME/2000/XP/2003 Server, Linux, and Mac OS Multi-Platform support for PCs, Macintosh G3/G4, iMac and Mac Mini Hot-Plug pluggable.Adds PC or removes the connected PCs for maintenance without powering down the KVM Switch or other PCs Switches PC by hot-keys, push button or windows-base client switch software. Auto-Scan & LED display for easy status monitoring USB Interface Power method Package Contents Manual 4 Port KVM Switch x 1 USB KVM Cable x 4"
820,Books,"The Mega Year Book 2019 - Current Affairs & General Knowledge for Competitive Exams About the Author Disha Experts is a team of most renowned and prolific content writers pioneering in School and Test Prep segments (Competitive Exams and Government Vacancies). It consists of more than 30 experts comprising of PhDs, B-Techs, PGs, etc. working full-time with decades of experience in various academic and competitive exam verticals. Disha Experts has emerged as a think tank in the School and Test Prep segments providing the most updated (latest pattern and syllabus-wise) to-the-point student friendly (relevant and easy-to-understand presentation) content such that the aspirants can give their best."
821,Household,"Philips Garment Steamer (GC523/60) NEW. 1600W, 32g/min, 5 steam settings,1.6L Detachable tank,Accessory ready to use 1 min,voltage220-240v, 2 year warranty, Brush"
822,Clothing & Accessories,VERSATYL Women's Casual Track Jacket VERSATYL : Versatyl Introduces 100% Polyester Casual Winter Wear Jackets For Men and Women.... The Jacket Comes In a Amazing Grey In Honey Comb Style Jackets Perfet Partner for Winter Wear The YKK Zipper Closure And Precisely Tailored Inner And Outer Fabric Layers Gives Protection From Those Windly Weather | Jackets Are Great For Both Men And Women and Are Great  In Style And Comfort The 100% Polyester material Allows Not Windy Cold Passages Of Air to penetrate in Your Clothing Wear And  Keeps You Warm And Cozy The Jackets Comes in Honey Combe Style And This Gives The Jacket It's Unique Shape And Feel
823,Household,Dripping colors Bottle cork lights 2 m 20 LEDs (Warm White) -Pack of 2 These tiny beautiful 20 LEDs lights are good to use in many type of decorations. These can take any shape because of the stiff copper wire. Looks tiny but they shine like a small star in your home giving a warm feel.
824,Clothing & Accessories,Gopuja Kid's Soft and Thick Cotton Pajama Pant with Rib for Boys and Girls (Multicolour) - Pack of 6 Piece Gopuja presents cotton baby rib pant in cute and trendy prints all over.Waist band of these track pants are of cotton and it has ribbed ankles to provide the flexibility for the activities of your growing child.
825,Household,"Amazon Brand - Solimo 100% Cotton 4 Piece Hand Towel Set, 500 GSM (Turquoise Blue and Baby Pink) Color Name:Turquoise Blue and Baby Pink   Pamper yourself with this premium 4-piece towel set from Solimo. This set includes 4 60cm x 60cm hand towels. Keep them neatly folded for visiting friends and relatives or use them daily to pamper yourself after a nice long bath. This Solimo towel set also makes a thoughtful gift for newlyweds and new home owners."
826,Books,"Princess: Stepping Out of the Shadows Review ""‘Impressive… Jean Sasson’s series deals with the huge challenges faced by Middle Eastern women, their fight against discrimination, lack of respect, as well as legalized violence – all true events seen from the eyes of a rebel Saudi princess.’"" (Marlene Mizzi, Member of the European Parliament) 				    	 					 About the Author Jean Sasson grew up in a small town in America's deep south before moving to the Middle East in 1978 to work at a prestigious royal hospital in Riyadh, Saudi Arabia. In 1985, she met Princess Sultana, who inspired the widely acclaimed Princess Trilogy. Jean later worked as freelance writer in Lebanon and Kuwait, conducting interviews with Kuwaitis who survived the first Gulf war, as well as high ranking Kuwaiti officials before, during and after the War. Her affection for the Middle East has been the motivation for a number of her books and Jean has spent her career sharing the personal stories of many courageous women. Princess: Stepping Out Of The Shadows is the latest book in the bestselling Princess series."
827,Books,"Microeconomics, 7e "
828,Household,"Khyaat Ganesha Polystone Curtain Style Indoor Table Top Water Fountain with LED Lights and Water Pump (Brown,Golden, 42cm X 31cm X 23cm) Water Fountains add an essence of beauty and charm to your interiors. This Water Fountain is not just limited to your living area, but can also be added to Bedroom, Kitchen, Dining, Balcony and in the Office. The sound of water fall from Water Fountain is believed to soothe and calm the ambience and also bring positive aura to the environment. It can also be a perfect gift for your colleagues, family and friends during events. This water fountain is made up of high quality material and will definitely add elegance to your Home/Office Décor."
829,Electronics,SanDisk Ultra A1 16GB Class 10 Ultra microSD UHS-I Card with Adapter (SDSQUAR-016G-GN6MA) Size name:16 GB   The SanDisk ultra microSDXC UHS-I card is perfect for recording and watching full HD video
830,Electronics,"Seagate 1TB Backup Plus Slim (Silver) USB 3.0 External Hard Drive for PC/Mac with 2 Months Free Adobe Photography Plan Color:Silver                                                                                 |                            Capacity:1TB   The Seagate backup plus ultra slim portable drive is among the thinnest and most eye-catching portable hard drives. Available in stunning gold and platinum colours, style meets storage and easily slips into your backpack along with your other essentials. At 9.6mm thin, capacity is not sacrificed with 1 TB and 2TB options - bring your most important tiles and head out the door. High-speed USB 3.0 and 2.0 connectivity otters plug-and-play functionality on your PC without the need of an external power supply. The drive is formatted for Windows computers install the provided NTFS driver for mac driver on your Mac computer and you can use the drive interchangeably between Windows and Mac computers without reformatting. Via the downloadable Seagate dashboard software, you are provided with tools for local, mobile, cloud and social media backup. Run a one-click backup or schedule an automatic backup plan plus portable drive at your convenience. Install the tree Seagate mobile backup app on an iOS or Android mobile device to back up all of the pictures and videos from the device to your external drive or the cloud."
